Priority,Practice Name,Trading Name,City,State,Phone,Phone Check,Phone Note,Owner / Decision Maker,Owner Title,Email,Email Check,Email Type,Mail Host,Email Note,Email Source,Website,Address,ZIP,Practice Type,Record Type,Target Tier,Google Rating,Locations On Phone,Record Updated,Record Freshness,Source - Registry,Source - Website,Source - Google Maps,Source - Email Found On,Data Flag,NPI,Called,Outcome,Follow Up
B,Yossri Kairlis,Estey Dental Center,Brattleboro,VT,(802) 251-1031,VALID,area code matches VT; confirmed by 3 independent sources,Debbie Cloutier,Office Manager,esteydental@gmail.com,DELIVERABLE,Free mailbox,Google Workspace,domain accepts mail (MX present),Practice website,https://www.esteydentalcenter.com/,130 Birge St,05301,General Dentistry,Practice (organisation),Primary (general),,1,2024,Recent,https://npiregistry.cms.hhs.gov/provider-view/1407687775,https://www.esteydentalcenter.com/,https://www.google.com/maps/place/Estey+Dental+Center/data=!4m7!3m6!1s0x89e11a4ada1dd859:0x981ca9a013d1650a!8m2!3d42.8479474!4d-72.567085!16s%2Fg%2F1tfjm3nz!19sChIJWdgd2koa4YkRCmXRE6CpHJg,https://www.esteydentalcenter.com/,CHECK - likely typo in the practice's own filing,1407687775,,,
B,Zain Ahmed,"Aspen Dental - Brattleboro, VT",Brattleboro,VT,(802) 775-1170,VALID,area code matches VT; confirmed by 3 independent sources,Zain Ahmed,Dentist,,,,,,,https://www.aspendental.com/dentist/vt/brattleboro/927-putney-rd,927 Putney Rd,05301,General Dentistry,Individual dentist,Primary (general),,1,2026,Recent,https://npiregistry.cms.hhs.gov/provider-view/1144158031,https://www.aspendental.com/dentist/vt/brattleboro/927-putney-rd,"https://www.google.com/maps/place/Aspen+Dental+-+Brattleboro,+VT/data=!4m7!3m6!1s0x89e11da4f5b199df:0xf57c4527c698eca9!8m2!3d42.879672!4d-72.558814!16s%2Fg%2F11b66gtj93!19sChIJ35mx9aQd4YkRqeyYxidFfPU",,,1144158031,,,
B,"Elizabeth Knuff, DMD",,Bristol,VT,(203) 859-2211,CHECK,"area code 203 belongs to CT, practice is in VT","Elizabeth Knuff, DMD",DMD,,,,,,,,61 Pine St Ste 400,05443,General Dentistry,Individual dentist,Primary (general),,1,2024,Recent,https://npiregistry.cms.hhs.gov/provider-view/1861199663,,,,,1861199663,,,
B,"James Cossaart, DDS",Bristol Park Dental,Bristol,VT,(802) 453-7700,VALID,area code matches VT; confirmed by 3 independent sources,"James Cossaart, DDS",DDS,,,,,,,https://www.bristolparkdental.com/,6 Park Pl,05443,General Dentistry,Individual dentist,Primary (general),,1,2023,Recent,https://npiregistry.cms.hhs.gov/provider-view/1316020852,https://www.bristolparkdental.com/,https://www.google.com/maps/place/Bristol+Park+Dental/data=!4m7!3m6!1s0x4cb565f34a9b413d:0xaca6293c10f7daf!8m2!3d44.13415!4d-73.079305!16s%2Fg%2F11q2qs_lw6!19sChIJPUGbSvNltUwRr30PwZNiygo,,,1316020852,,,
B,"Mohammed Ahmed, BDS, MDS",Mountain Community Health,Bristol,VT,(802) 453-3911,VALID,area code matches VT; confirmed by 3 independent sources,"Mohammed Ahmed, BDS, MDS","Bds, Mds",info@mchvt.org,DELIVERABLE,Role account,Microsoft 365,domain accepts mail (MX present),Practice website,https://www.mchvt.org/,61 Pine St,05443,General Dentistry,Individual dentist,Primary (general),,1,2022,Recent,https://npiregistry.cms.hhs.gov/provider-view/1871223792,https://www.mchvt.org/,https://www.google.com/maps/place/Mountain+Community+Health/data=!4m7!3m6!1s0x4cb565a17643556b:0x2f4d7d00210dba17!8m2!3d44.1383303!4d-73.0848605!16s%2Fg%2F12lv4h7_f!19sChIJa1VDdqFltUwRF7oNIQB9TS8,https://www.mchvt.org/,,1871223792,,,
B,Amazing Smiles Dental,"Amazing Smiles Inc Dr. Brad Kline, DMD",Burlington,VT,(802) 863-1315,VALID,area code matches VT; confirmed by 3 independent sources,Farid Hamidzadeh,Owner/dentist,,,,,,,https://nexhealth.info/book/appt/Amazing_Smiles,61 S Willard St,05401,General Dentistry,Practice (organisation),Primary (general),,2,2025,Recent,https://npiregistry.cms.hhs.gov/provider-view/1376356758,https://nexhealth.info/book/appt/Amazing_Smiles,"https://www.google.com/maps/place/Amazing+Smiles+Inc+Dr.+Brad+Kline,+DMD/data=!4m7!3m6!1s0x4cca7a5e62d25903:0x83a7932cd1281798!8m2!3d44.4788498!4d-73.2058272!16s%2Fg%2F1tt0qrj3!19sChIJA1nSYl56ykwRmBco0SyTp4M",,,1376356758,,,
B,Avraham Katz,,Burlington,VT,(516) 477-7172,CHECK,"area code 516 belongs to NY, practice is in VT",Avraham Katz,Dentist,,,,,,,,66 Colchester Ave,05401,General Dentistry,Individual dentist,Primary (general),,1,2024,Recent,https://npiregistry.cms.hhs.gov/provider-view/1518536796,,,,,1518536796,,,
B,Katherine Merrick,,Burlington,VT,(802) 847-2345,VALID,area code matches VT,Katherine Merrick,Dentist,,,,,,,,111 Colchester Ave,05401,General Dentistry,Individual dentist,Primary (general),,1,2022,Recent,https://npiregistry.cms.hhs.gov/provider-view/1912584186,,,,,1912584186,,,
B,Puneet Natt,,Burlington,VT,(802) 847-2566,VALID,area code matches VT,Puneet Natt,Dentist,,,,,,,,111 Colchester Ave,05401,General Dentistry,Individual dentist,Primary (general),,1,2026,Recent,https://npiregistry.cms.hhs.gov/provider-view/1578981510,,,,,1578981510,,,
B,Ryan Luxenberg,Integrative Dental Care,Burlington,VT,(802) 862-3725,VALID,area code matches VT; confirmed by 3 independent sources,Ryan Luxenberg,Dentist,,,,,,,https://integrativedentalvt.com/,82 Church St,05401,General Dentistry,Individual dentist,Primary (general),,1,2026,Recent,https://npiregistry.cms.hhs.gov/provider-view/1982557591,https://integrativedentalvt.com/,https://www.google.com/maps/place/Integrative+Dental+Care/data=!4m7!3m6!1s0x4cca7af707666e31:0x72f0e212936f936b!8m2!3d44.478065!4d-73.212368!16s%2Fg%2F1262pbh2m!19sChIJMW5mB_d6ykwRa5NvkxLi8HI,,,1982557591,,,
B,"Niles Smiles Dental, PLLC",Niles Smiles Dental,Colchester,VT,(802) 879-5151,VALID,area code matches VT; confirmed by 3 independent sources,"Jennifer Niles, DMD",Owner,,,,,,,http://www.nilessmilesdental.com/,47 Commerce Dr # 102,05446,General Dentistry,Practice (organisation),Primary (general),,1,2022,Recent,https://npiregistry.cms.hhs.gov/provider-view/1285353094,http://www.nilessmilesdental.com/,https://www.google.com/maps/place/Niles+Smiles+Dental/data=!4m7!3m6!1s0x4cca774a37c48587:0xf4490d0f48b6bc1b!8m2!3d44.5292719!4d-73.1733138!16s%2Fg%2F124s_qw7x!19sChIJh4XEN0p3ykwRG7y2SA8NSfQ,,,1285353094,,,
B,Craig A Goliber DMD PLLC,"Craig A. Goliber, DMD",Essex Junction,VT,(802) 878-4869,VALID,area code matches VT; confirmed by 3 independent sources,"Craig Goliber, DMD",Member,,,,,,,http://www.drgoliber.com/,68 Maple St,05452,General Dentistry,Practice (organisation),Primary (general),,1,2022,Recent,https://npiregistry.cms.hhs.gov/provider-view/1659080554,http://www.drgoliber.com/,"https://www.google.com/maps/place/Craig+A.+Goliber,+DMD/data=!4m7!3m6!1s0x4cca790d5fc3f6bb:0x5cdb0053b4573065!8m2!3d44.487726!4d-73.1026474!16s%2Fg%2F11khc1b4kh!19sChIJu_bDXw15ykwRZTBXtFMA21w",,,1659080554,,,
B,"Richard Bellino, DDS",Advanced Dentistry of Vermont,Essex Junction,VT,(802) 878-4664,VALID,area code matches VT; confirmed by 3 independent sources,Richard Bellino,Owner/dentist,office@ad-vt.com,DELIVERABLE,Role account,Other,domain accepts mail (MX present),Practice website,http://www.advanceddentistryvt.com/,48 Main St,05452,General Dentistry,Practice (organisation),Primary (general),,1,2022,Recent,https://npiregistry.cms.hhs.gov/provider-view/1548354780,http://www.advanceddentistryvt.com/,https://www.google.com/maps/place/Advanced+Dentistry+of+Vermont/data=!4m7!3m6!1s0x4cb5f56e9186f5cf:0x4355d49ddce27537!8m2!3d44.49257!4d-73.108026!16s%2Fg%2F11bbw_p_l9!19sChIJz_WGkW71tUwRN3Xi3J3UVUM,https://www.advanceddentistryvt.com/,,1548354780,,,
B,"West Street Dental, PLLC",Integrative Dental Care,Essex Junction,VT,(802) 879-7811,VALID,area code matches VT; confirmed by 3 independent sources,"Ekaterina Strong, DMD",Dentist,,,,,,,https://integrativedentalvt.com/,173 West St,05452,General Dentistry,Practice (organisation),Primary (general),,1,2025,Recent,https://npiregistry.cms.hhs.gov/provider-view/1770377418,https://integrativedentalvt.com/,https://www.google.com/maps/place/Integrative+Dental+Care/data=!4m7!3m6!1s0x4cca7750868042df:0x1c289df0442a9986!8m2!3d44.4990931!4d-73.1311785!16s%2Fg%2F1td4d521!19sChIJ30KAhlB3ykwRhpkqRPCdKBw,,,1770377418,,,
B,"Sierra Cooper, DMD",,Jericho,VT,(802) 899-3973,VALID,area code matches VT,"Sierra Cooper, DMD",DMD,,,,,,,,22 Raceway Rd,05465,General Dentistry,Individual dentist,Primary (general),,1,2023,Recent,https://npiregistry.cms.hhs.gov/provider-view/1912647199,,,,,1912647199,,,
B,Middtown Dental PC,Middtown Dental,Middlebury,VT,(802) 388-6404,VALID,area code matches VT; confirmed by 3 independent sources,"Erik Koskinen, DDS",Dentist - Co-Owner,,,,,,,https://www.middtowndental.com,105 Court St,05753,General Dentistry,Practice (organisation),Primary (general),,1,2024,Recent,https://npiregistry.cms.hhs.gov/provider-view/1487461406,https://www.middtowndental.com,https://www.google.com/maps/place/Middtown+Dental/data=!4m7!3m6!1s0x4cb55db9f0a6d671:0xf845ada9e67d87f0!8m2!3d44.0048075!4d-73.1584909!16s%2Fg%2F11wj224x0f!19sChIJcdam8LldtUwR8Id95qmtRfg,,,1487461406,,,
B,"Peoplesdental, P.C.",,Middlebury,VT,(860) 874-8198,CHECK,"area code 860 belongs to CT, practice is in VT",Leah Maylott,Credentialing Administrator,,,,,,,,11 Court St,05753,General Dentistry,Practice (organisation),Primary (general),,1,2022,Recent,https://npiregistry.cms.hhs.gov/provider-view/1699436972,,,,,1699436972,,,
B,River Station Dentistry Plc,River Station Dentistry,Montpelier,VT,(802) 223-2244,VALID,area code matches VT; confirmed by 3 independent sources,"Tyler Aten, DMD",Owner,office@riverstationdentistry.com,DELIVERABLE,Role account,Microsoft 365,domain accepts mail (MX present),Practice website,https://www.riverstationfamilydentistry.com,535 Stone Cutters Way Ste 103,05602,General Dentistry,Practice (organisation),Primary (general),,2,2022,Recent,https://npiregistry.cms.hhs.gov/provider-view/1811635220,https://www.riverstationfamilydentistry.com,https://www.google.com/maps/place/River+Station+Dentistry/data=!4m7!3m6!1s0x4cb5a7f628b6dce5:0xed5f288374d30d35!8m2!3d44.2548177!4d-72.5732791!16s%2Fg%2F1vnrq6cm!19sChIJ5dy2KPantUwRNQ3TdIMoX-0,https://www.riverstationfamilydentistry.com/contact.html,,1811635220,,,
B,"Donald Dahlin, DDS",Dahlin Donald D DDS,Newport,VT,(802) 334-6766,VALID,area code matches VT; confirmed by 2 independent sources,"Donald Dahlin, DDS",DDS,,,,,,,,83 2ND St,05855,General Dentistry,Individual dentist,Primary (general),,1,2024,Recent,https://npiregistry.cms.hhs.gov/provider-view/1861459323,,https://www.google.com/maps/place/Dahlin+Donald+D+DDS/data=!4m7!3m6!1s0x4cb671968e317f19:0x3f92ab6eb96bb0cf!8m2!3d44.9343924!4d-72.2093226!16s%2Fg%2F1tfm11lh!19sChIJGX8xjpZxtkwRz7BruW6rkj8,,,1861459323,,,
B,"Hagop Alanjian, DMD",Highland Dental Center,Newport,VT,(802) 334-1400,VALID,area code matches VT; confirmed by 3 independent sources,"Hagop Alanjian, DMD",DMD,,,,,,,http://www.highlanddentalcenter.com/,494 Highland Ave,05855,General Dentistry,Individual dentist,Primary (general),,1,2023,Recent,https://npiregistry.cms.hhs.gov/provider-view/1497447098,http://www.highlanddentalcenter.com/,https://www.google.com/maps/place/Highland+Dental+Center/data=!4m7!3m6!1s0x4cb67188b3a42e1b:0xbb7b0f8b64976609!8m2!3d44.9340085!4d-72.2257247!16s%2Fg%2F1th0xz2l!19sChIJGy6ks4hxtkwRCWaXZIsPe7s,,,1497447098,,,
B,"Amanda Archer, DDS",,Norwich,VT,(802) 649-2630,VALID,area code matches VT,"Amanda Archer, DDS",DDS,,,,,,,,303 Us Route 5 S Unit 4,05055,General Dentistry,Individual dentist,Primary (general),,1,2024,Recent,https://npiregistry.cms.hhs.gov/provider-view/1184053712,,,,,1184053712,,,
B,"Riley Casella, DMD",,Plainfield,VT,(802) 454-8336,VALID,area code matches VT,"Riley Casella, DMD",DMD,,,,,,,,157 Towne Ave,05667,General Dentistry,Individual dentist,Primary (general),,1,2025,Recent,https://npiregistry.cms.hhs.gov/provider-view/1003279290,,,,,1003279290,,,
B,"Ashot Hovhannisyan, DMD",,Rutland,VT,(305) 699-4488,VALID,area code 305 outside target states,"Ashot Hovhannisyan, DMD",DMD,,,,,,,,474 Holiday Dr Ste 1,05701,General Dentistry,Individual dentist,Primary (general),,1,2024,Recent,https://npiregistry.cms.hhs.gov/provider-view/1629794987,,,,,1629794987,,,
B,"Bernard Buteau, DDS",,Rutland,VT,(802) 773-6966,VALID,area code matches VT,"Bernard Buteau, DDS",DDS,,,,,,,,9 Washington St,05701,General Dentistry,Individual dentist,Primary (general),,1,2023,Recent,https://npiregistry.cms.hhs.gov/provider-view/1417973108,,,,,1417973108,,,
B,"Gregory Ellis, DMD",,Rutland,VT,(802) 775-0408,VALID,area code matches VT,"Gregory Ellis, DMD",DMD,,,,,,,,33 Temple St,05701,General Dentistry,Individual dentist,Primary (general),,1,2026,Recent,https://npiregistry.cms.hhs.gov/provider-view/1710921523,,,,,1710921523,,,
B,"Jordan Gray, DDS",,Rutland,VT,(802) 855-5468,VALID,area code matches VT,"Jordan Gray, DDS",DDS,,,,,,,,69 Allen St Ste 10,05701,General Dentistry,Individual dentist,Primary (general),,1,2024,Recent,https://npiregistry.cms.hhs.gov/provider-view/1548613086,,,,,1548613086,,,
B,"Champlain Smile Solutions, PLLC",Champlain Smile Solutions,South Burlington,VT,(802) 899-9486,VALID,area code matches VT; confirmed by 3 independent sources,"Matthew Giulianelli, D.M.D.",Owner/dentist,office@champlainsmilesolutions.com,DELIVERABLE,Role account,Google Workspace,domain accepts mail (MX present),Practice website,https://www.champlainsmilesolutions.com,110 Kimball Ave Ste 230,05403,General Dentistry,Practice (organisation),Primary (general),,1,2026,Recent,https://npiregistry.cms.hhs.gov/provider-view/1962772467,https://www.champlainsmilesolutions.com,https://www.google.com/maps/place/Champlain+Smile+Solutions/data=!4m7!3m6!1s0x4cca797527df3a35:0x4da794a6249cdb4e!8m2!3d44.454658!4d-73.1447246!16s%2Fg%2F1hc3_4pcj!19sChIJNTrfJ3V5ykwRTtucJKaUp00,https://www.champlainsmilesolutions.com/contact-us/,,1962772467,,,
B,"Ehizogie Adeghe, DDS,MPH",,South Burlington,VT,(813) 710-4378,VALID,area code 813 outside target states,"Ehizogie Adeghe, DDS,MPH","DDS,mph",,,,,,,,7 Farrell St,05403,General Dentistry,Individual dentist,Primary (general),,1,2024,Recent,https://npiregistry.cms.hhs.gov/provider-view/1992522692,,,,,1992522692,,,
B,"Emily Claremont, DMD","Dental & Oral Health, University of Vermont Medical Center",South Burlington,VT,(802) 847-1777,VALID,area code matches VT; confirmed by 3 independent sources,"Emily Claremont, DMD",DMD,,,,,,,https://www.uvmhealth.org/locations/dental-oral-health-university-of-vermont-medical-center,1060 Hinesburg Rd Ste 201,05403,General Dentistry,Individual dentist,Primary (general),,1,2025,Recent,https://npiregistry.cms.hhs.gov/provider-view/1407483340,https://www.uvmhealth.org/locations/dental-oral-health-university-of-vermont-medical-center,"https://www.google.com/maps/place/Dental+%26+Oral+Health,+University+of+Vermont+Medical+Center/data=!4m7!3m6!1s0x4cca796a37d3cb7f:0xaba7dcceff37f614!8m2!3d44.4409789!4d-73.1573179!16s%2Fg%2F11b75jdx1c!19sChIJf8vTN2p5ykwRFPY3_87cp6s",,,1407483340,,,
B,"Kevin Acone, DMD","Aspen Dental - Williston, VT",South Burlington,VT,(802) 497-6310,VALID,area code matches VT; confirmed by 3 independent sources,"Kevin Acone, DMD",DMD,,,,,,,https://www.aspendental.com/dentist/vt/williston/62-merchants-row-ste-104,62 Merchants Row Suite 104,05403,General Dentistry,Individual dentist,Primary (general),,1,2022,Recent,https://npiregistry.cms.hhs.gov/provider-view/1598993768,https://www.aspendental.com/dentist/vt/williston/62-merchants-row-ste-104,https://www.google.com/maps/place/Kevin+Acone/data=!4m7!3m6!1s0x4cca792d716321f7:0x3372a8d129b06ecf!8m2!3d44.4457983!4d-73.1120613!16s%2Fg%2F11h3mvdj6c!19sChIJ9yFjcS15ykwRz26wKdGocjM,,,1598993768,,,
B,"Timberlane Dental Associates, Plc",Timberlane Pediatric Dentistry & Orthodontics,South Burlington,VT,(802) 255-8228,VALID,area code matches VT; confirmed by 3 independent sources,Sindey Lones,Sr Rcm Manager,,,,,,,https://timberlanesmile.com/locations/south-burlington/,60 Timber Ln,05403,General Dentistry,Practice (organisation),Primary (general),,1,2026,Recent,https://npiregistry.cms.hhs.gov/provider-view/1922841329,https://timberlanesmile.com/locations/south-burlington/,https://www.google.com/maps/place/Timberlane+Pediatric+Dentistry+%26+Orthodontics/data=!4m7!3m6!1s0x4cca797c889ebaeb:0xe1678df095621147!8m2!3d44.452339!4d-73.1663433!16s%2Fg%2F1thq4xsr!19sChIJ67qeiHx5ykwRRxFilfCNZ-E,,,1922841329,,,
B,Vermont Dental Medicine PLLC,Vermont Orofacial Pain Associates,South Burlington,VT,(802) 862-7185,VALID,area code matches VT; confirmed by 3 independent sources,"Reimy Evangelista De Leon, DDS, CAGS, MS",Owner,frontdesk@vtdentalmedicine.com,DELIVERABLE,Role account,Google Workspace,domain accepts mail (MX present),Practice website,http://vttmj.com/,40 Timber Ln,05403,General Dentistry,Practice (organisation),Primary (general),,1,2024,Recent,https://npiregistry.cms.hhs.gov/provider-view/1932245362,http://vttmj.com/,https://www.google.com/maps/place/Vermont+Orofacial+Pain+Associates/data=!4m7!3m6!1s0x4cca797c14bbb29b:0x1e7afa9284735215!8m2!3d44.453734!4d-73.165987!16s%2Fg%2F1w6650dz!19sChIJm7K7FHx5ykwRFVJzhJL6eh4,https://www.vtdentalmedicine.com/,,1932245362,,,
B,"Anya Gorgulu, DDS",Wolfe Dental Care,Springfield,VT,(802) 885-2205,VALID,area code matches VT; confirmed by 3 independent sources,"Anya Gorgulu, DDS",DDS,,,,,,,http://wolfedentalcare.com/,109 Summer St Ste 4,05156,General Dentistry,Individual dentist,Primary (general),,1,2024,Recent,https://npiregistry.cms.hhs.gov/provider-view/1023547718,http://wolfedentalcare.com/,https://www.google.com/maps/place/Wolfe+Dental+Care/data=!4m7!3m6!1s0x89e1b9a908a85207:0x896d647f973c00f3!8m2!3d43.2963178!4d-72.4763937!16s%2Fg%2F1tdr49mm!19sChIJB1KoCKm54YkR8wA8l39kbYk,,,1023547718,,,
B,"Philip Larkin, D.D.S.","Philip J. Larkin, D.D.S",Springfield,VT,(802) 885-4140,VALID,area code matches VT; confirmed by 2 independent sources,"Philip Larkin, D.D.S.",D.D.S.,,,,,,,,148 Main St,05156,General Dentistry,Individual dentist,Primary (general),,1,2026,Recent,https://npiregistry.cms.hhs.gov/provider-view/1275575565,,"https://www.google.com/maps/place/Philip+J.+Larkin,+D.D.S/data=!4m7!3m6!1s0x89e1b9af3a2538a9:0x8a6aaf640cc38210!8m2!3d43.2950568!4d-72.479482!16s%2Fg%2F1thlp201!19sChIJqTglOq-54YkREILDDGSvaoo",,,1275575565,,,
B,"Kelly Buttrick, D.D.S.",,Vergennes,VT,(802) 877-0135,VALID,area code matches VT,"Kelly Buttrick, D.D.S.",D.D.S.,,,,,,,,100 Macdonough Dr,05491,General Dentistry,Individual dentist,Primary (general),,1,2024,Recent,https://npiregistry.cms.hhs.gov/provider-view/1356300586,,,,,1356300586,,,
B,"Michael Shafer, DDS",,Windsor,VT,(802) 674-5999,VALID,area code matches VT,"Michael Shafer, DDS",DDS,,,,,,,,54 Main St,05089,General Dentistry,Individual dentist,Primary (general),,1,2026,Recent,https://npiregistry.cms.hhs.gov/provider-view/1962406215,,,,,1962406215,,,
B,"B.d.health Centers, Inc.",,Barre,VT,(802) 476-3638,VALID,area code matches VT,"Peter Braun, DMD",President,,,,,,,,12 Cottage St,05641,General Dentistry,Practice (organisation),Primary (general),,1,2020,Ageing,https://npiregistry.cms.hhs.gov/provider-view/1114128642,,,,,1114128642,,,
B,"Barre Dentisry & Implants, Plc",Barre Dentistry & Implants,Barre,VT,(802) 476-3171,VALID,area code matches VT; confirmed by 3 independent sources,"Aman Syed, DDS",Dentist,,,,,,,https://www.dentistrybarrevt.com/,20 Maple Ave,05641,General Dentistry,Practice (organisation),Primary (general),,1,2017,Ageing,https://npiregistry.cms.hhs.gov/provider-view/1225549652,https://www.dentistrybarrevt.com/,https://www.google.com/maps/place/Barre+Dentistry+%26+Implants/data=!4m7!3m6!1s0x4cb506de58689d8b:0x5a37a422a3640996!8m2!3d44.203456!4d-72.5065547!16s%2Fg%2F11hbgjgg2k!19sChIJi51oWN4GtUwRlglkoyKkN1o,,,1225549652,,,
B,George And Koch Dental,"Currier Park Dental, PC",Barre,VT,(802) 476-4812,VALID,area code matches VT; confirmed by 3 independent sources,Mark George,President,,,,,,,https://george-koch.com/,6 North St,05641,General Dentistry,Practice (organisation),Primary (general),,1,2020,Ageing,https://npiregistry.cms.hhs.gov/provider-view/1669549218,https://george-koch.com/,"https://www.google.com/maps/place/Currier+Park+Dental,+PC/data=!4m7!3m6!1s0x4cb506d04d0aed53:0x3af1c3ece93277dc!8m2!3d44.1974578!4d-72.4972967!16s%2Fg%2F1tdb3wmj!19sChIJU-0KTdAGtUwR3Hcy6ezD8To",,,1669549218,,,
